@RELATION testDogx
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Dog,Man,Clatter,Bang,Lownoise}

@DATA
0.018538,0.152186,3.198370,0.090577,0.165040,0.031867,0.009639,0.019056,-22.743324,3.523624,-0.089902,-0.172211,-0.878203,-0.204391,-0.266918,0.043937,0.126019,-0.141966,-0.095672,-0.033707,0.189264,0.003996,0.027042,0.003797,0.002967,0.003537,0.008222,0.101936,0.000215,0.037726,0.014799,0.008153,0.004626,0.032905,0.004018,0.052068,0.186999,0.028215,0.047476,0.017241,0.006231,0.002870,0.800147,0.365398,0.192763,0.210915,0.415968,0.226353,0.316379,0.332728,0.216196,0.117679,0.066449,0.219900,0.164990,0.002194,0.027352,0.001095,0.001350,0.001590,0.004502,0.042643,0.000122,0.047574,0.009605,0.011079,0.009088,0.009835,Man
0.017090,0.397841,3.205482,0.084103,0.164163,0.028856,0.011046,0.022535,-20.991493,3.067703,-0.304406,0.368803,-0.678304,-0.142892,0.078833,-0.231536,-0.023272,0.035835,-0.254829,0.183096,-0.042861,0.004685,0.001763,0.019763,0.008999,0.005557,0.002031,0.005861,0.000720,0.044906,0.074586,0.049218,0.001155,0.030070,0.003900,0.195279,0.148331,0.013949,0.018964,0.013372,0.005702,0.004954,1.767582,0.612562,0.293188,0.229357,0.173153,0.156874,0.359834,0.302738,0.166358,0.111695,0.160103,0.139897,0.326698,0.003249,0.001965,0.020772,0.007391,0.003452,0.000953,0.003043,0.000874,0.040894,0.035196,0.037868,0.000689,0.006842,Man
0.030853,0.053321,3.159456,0.074951,0.125186,0.042580,0.007446,0.046279,-22.513142,2.828868,-1.110207,0.198149,-1.213140,0.204990,0.027284,-0.349395,0.106959,-0.106534,-0.069108,-0.197849,-0.153164,0.014202,0.014102,0.016232,0.008427,0.011429,0.016833,0.020138,0.030065,0.017590,0.025290,0.024332,0.014635,0.018931,0.004964,0.037080,0.055984,0.012634,0.028276,0.016440,0.003816,0.016363,0.974638,0.181129,0.614979,0.195086,0.575235,0.172446,0.145950,0.186765,0.239371,0.220493,0.094297,0.120346,0.124774,0.009306,0.010443,0.012020,0.009860,0.009326,0.012197,0.009789,0.045793,0.028185,0.027091,0.012534,0.011034,0.008085,Man
0.038062,0.235910,3.119073,0.089271,0.132555,0.125277,0.005962,0.062109,-20.876027,1.649648,-0.614628,-0.070186,-1.534036,0.367945,0.263253,0.114458,0.064670,-0.099937,-0.340652,0.101970,0.119830,0.004414,0.009617,0.055398,0.011291,0.012552,0.021830,0.018865,0.001067,0.003233,0.012305,0.010785,0.005203,0.018180,0.008126,0.172699,0.232927,0.012614,0.025263,0.039121,0.002592,0.016634,1.804963,0.741680,0.383949,0.388442,0.251802,0.195413,0.319056,0.181117,0.114715,0.155257,0.179004,0.198963,0.162023,0.002052,0.009115,0.039162,0.009148,0.013997,0.020775,0.021132,0.000693,0.002036,0.008452,0.011889,0.005321,0.009225,Man
0.035965,0.036437,3.173761,0.082667,0.126818,0.048478,0.006977,0.061283,-23.763561,2.105838,-0.948193,1.440841,-0.420845,-0.150866,-0.432463,-0.649625,-0.034337,-0.537183,-0.298125,0.340015,0.221815,0.011954,0.004235,0.009925,0.010525,0.017069,0.097943,0.021224,0.000930,0.007622,0.006487,0.011005,0.007639,0.029552,0.012203,0.044541,0.115027,0.015303,0.032630,0.025295,0.003331,0.013467,1.108868,0.390269,0.481895,0.236937,0.263965,0.286122,0.450368,0.209797,0.337432,0.221768,0.211800,0.340515,0.423618,0.010003,0.006665,0.014637,0.013346,0.016557,0.079302,0.014130,0.001142,0.005413,0.007038,0.016861,0.010872,0.019095,Man
0.068814,0.161023,3.093828,0.109536,0.138472,0.348106,0.006266,0.110103,-21.740047,1.502714,-1.226745,0.824383,-0.199909,0.521286,-0.059874,-0.745717,0.178679,-0.072761,-0.312684,0.031902,-0.212934,0.005539,0.002488,0.004680,0.006328,0.007268,0.019732,0.022524,0.004802,0.013911,0.036481,0.019317,0.006182,0.012748,0.032409,0.174803,0.190821,0.025966,0.022829,0.314994,0.004085,0.077897,2.354273,0.472751,0.646913,0.220626,0.268291,0.146716,0.261215,0.296825,0.192032,0.245012,0.251192,0.205569,0.151834,0.002377,0.001586,0.002830,0.004129,0.005157,0.013024,0.016526,0.004469,0.007651,0.029993,0.009964,0.005754,0.007573,Man
0.023279,0.209548,3.051909,0.078535,0.146152,0.072888,0.013453,0.030504,-22.526735,3.347226,0.003903,0.548127,-0.410469,-0.285312,-0.415742,-0.222426,0.143308,0.186315,0.025132,0.026231,0.081795,0.007126,0.002092,0.024647,0.065142,0.045623,0.015452,0.011697,0.001135,0.004788,0.053240,0.011868,0.003989,0.027827,0.011720,0.169800,0.219703,0.023503,0.032931,0.116510,0.009838,0.021390,2.116105,0.715578,0.587394,0.226968,0.359933,0.193337,0.206923,0.217559,0.202499,0.145099,0.176946,0.127801,0.102886,0.006091,0.002912,0.022525,0.039169,0.034101,0.020130,0.010082,0.001552,0.004545,0.033935,0.007395,0.004296,0.008756,Man
0.028414,0.313312,3.055703,0.076299,0.133571,0.047671,0.008625,0.043217,-20.119439,2.697962,-0.481477,0.548684,-0.572512,0.346056,0.212244,-0.395790,-0.018540,-0.142564,-0.368851,0.146983,-0.081509,0.007216,0.004230,0.009034,0.044522,0.025659,0.018742,0.017208,0.001879,0.011700,0.046032,0.028115,0.006874,0.022113,0.008406,0.169532,0.412550,0.023251,0.038881,0.024452,0.004702,0.017085,1.353576,0.496905,0.253113,0.151316,0.182083,0.302103,0.185177,0.126087,0.134839,0.200533,0.330054,0.193162,0.081277,0.004388,0.007238,0.003664,0.042089,0.025368,0.021243,0.011024,0.001788,0.009858,0.023625,0.023773,0.007385,0.008155,Man
0.016593,0.338534,3.014102,0.080564,0.154903,0.031328,0.019837,0.020288,-21.779877,3.225241,-0.016032,0.568874,-0.407449,-0.098171,-0.322048,-0.179457,-0.019608,0.031400,-0.019260,0.023349,0.071133,0.007749,0.003647,0.048150,0.008567,0.014549,0.040391,0.057088,0.000677,0.023719,0.043585,0.010437,0.001882,0.041402,0.006416,0.246293,0.391068,0.028530,0.043167,0.031148,0.015460,0.012245,1.528584,0.565219,0.509599,0.231923,0.515401,0.227358,0.300559,0.284344,0.205105,0.240431,0.283963,0.205281,0.215155,0.009149,0.004247,0.081812,0.020911,0.022354,0.061720,0.058742,0.001218,0.028721,0.050123,0.011725,0.002593,0.013861,Man
0.023140,0.287141,3.192393,0.080753,0.151626,0.034625,0.007781,0.032668,-20.934406,3.291660,-0.474798,0.303591,-0.538936,0.414367,0.239949,-0.261456,0.106621,-0.107586,-0.300841,0.324528,0.068172,0.005269,0.003011,0.004742,0.012880,0.049744,0.026836,0.039895,0.002986,0.003516,0.014800,0.025087,0.010373,0.020263,0.003841,0.161963,0.165493,0.022978,0.038491,0.018124,0.003900,0.010373,1.745357,0.513980,0.196570,0.208386,0.159200,0.095710,0.176381,0.087056,0.203076,0.061359,0.130558,0.059050,0.242618,0.002856,0.001974,0.001255,0.013003,0.025606,0.030325,0.017139,0.002536,0.002359,0.016522,0.018374,0.008752,0.005749,Man
0.020100,0.159897,3.075041,0.084540,0.159188,0.031290,0.013788,0.029764,-22.353880,3.209689,-0.647890,0.454824,0.019740,-0.237272,-0.295013,-0.331813,-0.210834,-0.098314,-0.169628,0.084054,0.027276,0.004105,0.001115,0.028854,0.095116,0.050614,0.017333,0.015832,0.001732,0.009923,0.011949,0.007945,0.005249,0.035177,0.008048,0.127385,0.230862,0.021230,0.037609,0.022082,0.007251,0.016956,1.752496,0.489812,0.808553,0.391323,0.251778,0.236228,0.280151,0.284024,0.218326,0.203994,0.130472,0.192676,0.246829,0.003075,0.000922,0.038551,0.052224,0.049305,0.028193,0.015989,0.001959,0.019221,0.013265,0.004110,0.006319,0.010766,Man
0.015048,0.198519,3.037624,0.085626,0.171433,0.016981,0.019427,0.015124,-23.238632,3.455748,0.469997,0.570673,-0.562416,-0.390869,-0.717705,-0.205576,-0.019599,0.057500,-0.005859,-0.012617,0.106853,0.002278,0.000400,0.002223,0.006419,0.137232,0.064560,0.047996,0.000136,0.006039,0.008543,0.015103,0.006322,0.052380,0.004402,0.124869,0.259110,0.024801,0.033652,0.007919,0.013783,0.002264,0.967157,0.379218,0.335742,0.323973,0.232082,0.198460,0.412637,0.240379,0.140048,0.227200,0.188825,0.172576,0.096217,0.001134,0.000315,0.000951,0.002552,0.095618,0.066110,0.059957,0.000112,0.009840,0.010237,0.008906,0.002066,0.015283,Man
0.018058,0.229702,3.047753,0.086554,0.169390,0.027703,0.009756,0.017967,-22.202267,3.291954,-0.019273,0.749701,-0.910554,-0.545967,-0.164828,-0.360057,-0.034402,-0.059050,0.011248,0.029023,-0.066106,0.006581,0.001605,0.021735,0.069132,0.053611,0.020019,0.013164,0.000312,0.004055,0.030442,0.036765,0.005656,0.029728,0.004192,0.175911,0.187577,0.009479,0.010663,0.019784,0.006620,0.000889,1.984591,0.165423,0.298645,0.168923,0.189826,0.246919,0.195837,0.244280,0.145092,0.175652,0.119964,0.176078,0.165322,0.005639,0.002044,0.018954,0.051227,0.031631,0.026137,0.016346,0.000115,0.002172,0.017483,0.023809,0.004296,0.006655,Man
0.039741,0.039154,3.148454,0.083325,0.127229,0.059380,0.010340,0.048682,-23.780412,2.004641,-1.996137,0.503742,-0.113619,0.001800,-0.048530,-0.374677,-0.272511,-0.292348,-0.345444,-0.074642,0.126724,0.009638,0.006931,0.009484,0.012450,0.023932,0.035369,0.009152,0.002073,0.010069,0.011190,0.009681,0.007397,0.015656,0.007219,0.043484,0.077627,0.019641,0.035000,0.047828,0.004812,0.013438,1.016034,0.550432,0.865737,0.482789,0.524822,0.349643,0.257131,0.195461,0.197343,0.481113,0.256241,0.337395,0.242772,0.011230,0.009267,0.014873,0.009519,0.035339,0.045451,0.007331,0.001706,0.011788,0.012105,0.006737,0.008162,0.012570,Man
0.028520,0.037665,3.108520,0.094890,0.157256,0.072724,0.011173,0.036298,-23.797439,2.428806,-0.523535,0.074174,-0.943670,0.431105,-0.048701,-0.260934,-0.383145,-0.770658,-0.727198,-0.135321,0.068607,0.011931,0.002083,0.043213,0.042650,0.052424,0.019697,0.002805,0.000485,0.001305,0.003009,0.007225,0.002231,0.025756,0.007537,0.028918,0.140405,0.019972,0.032655,0.042424,0.006878,0.019643,0.881297,0.315085,0.381576,0.332894,0.197588,0.200995,0.203468,0.269206,0.232128,0.229857,0.269367,0.338970,0.234802,0.015222,0.002408,0.043645,0.032856,0.045396,0.024249,0.001224,0.000373,0.000990,0.003094,0.005551,0.001727,0.011495,Man
0.026366,0.203747,3.170764,0.085870,0.146691,0.068287,0.009527,0.045574,-21.516800,2.848917,-0.594614,1.096748,-0.343181,0.028362,0.322514,-0.320162,0.088802,0.070094,-0.277212,0.206959,0.005119,0.045729,0.003317,0.034219,0.009223,0.027072,0.006708,0.051223,0.001162,0.009362,0.015437,0.019302,0.002616,0.031893,0.017052,0.127829,0.128394,0.034390,0.047544,0.145496,0.004921,0.039425,1.757403,0.540526,0.485644,0.476149,0.327323,0.209640,0.167376,0.258672,0.311437,0.264741,0.183756,0.289735,0.277621,0.072474,0.004348,0.033868,0.012287,0.027198,0.005932,0.050577,0.001016,0.011550,0.014248,0.028528,0.002996,0.012647,Man
0.022697,0.116284,2.978477,0.078611,0.139528,0.067657,0.014449,0.025703,-23.438625,3.389887,0.306189,0.758863,-0.682051,0.143885,0.015039,-0.086158,0.431053,0.098885,-0.090408,0.148020,-0.008283,0.022142,0.004357,0.026678,0.011923,0.030315,0.007985,0.054699,0.000330,0.012801,0.029838,0.036376,0.003438,0.031504,0.013079,0.094533,0.292428,0.028986,0.043670,0.093801,0.005781,0.019180,1.255956,0.562481,0.532363,0.340584,0.516376,0.230113,0.299084,0.203724,0.242076,0.123674,0.206420,0.224192,0.149664,0.025436,0.006999,0.019951,0.017715,0.016106,0.009722,0.051379,0.000335,0.016843,0.027232,0.033736,0.003089,0.009209,Man
0.020014,0.096493,3.000505,0.074928,0.140854,0.043900,0.011931,0.026701,-23.424994,3.471648,-0.064215,0.743640,-0.267395,0.102756,-0.033389,-0.025795,0.281758,0.098130,-0.126035,0.151158,0.139656,0.017488,0.002065,0.027991,0.020713,0.040327,0.005756,0.048975,0.000584,0.016334,0.032620,0.025044,0.007109,0.028230,0.007628,0.084812,0.276501,0.023135,0.035535,0.037289,0.007415,0.011506,0.988670,0.566577,0.700367,0.314206,0.476232,0.269793,0.296294,0.222693,0.213165,0.148397,0.239377,0.167180,0.169564,0.027805,0.003335,0.014662,0.019664,0.025350,0.004159,0.042502,0.000513,0.018322,0.024241,0.021412,0.006805,0.008199,Man
0.021446,0.117811,3.025831,0.073848,0.134572,0.045848,0.015259,0.029508,-23.029517,3.273159,-0.190097,0.817513,-0.266542,-0.142850,-0.133419,0.075091,0.251520,0.123310,-0.077147,0.092646,0.050099,0.020203,0.002421,0.020322,0.028778,0.039109,0.007205,0.034331,0.000378,0.011337,0.044419,0.021817,0.005181,0.030592,0.008161,0.097150,0.204186,0.021430,0.040558,0.065050,0.008252,0.019604,1.250189,0.433483,0.912367,0.382081,0.448659,0.300935,0.345834,0.225059,0.231601,0.223645,0.177439,0.252109,0.209631,0.036327,0.002911,0.014329,0.038085,0.029510,0.008504,0.028133,0.000384,0.013782,0.047560,0.021789,0.007287,0.012909,Man
0.024274,0.182882,3.169128,0.088153,0.161695,0.049351,0.007680,0.041483,-21.632080,2.903197,-0.780595,0.980860,0.230681,-0.046793,0.080687,-0.042943,0.156115,0.202000,-0.036875,0.302027,0.218211,0.009088,0.002155,0.024560,0.010279,0.065957,0.005797,0.042427,0.001350,0.015681,0.014629,0.011353,0.005453,0.025218,0.011695,0.146631,0.157487,0.022025,0.031840,0.049053,0.003495,0.018500,1.688151,0.782029,0.346862,0.308975,0.364590,0.315398,0.225298,0.278841,0.190232,0.226783,0.239708,0.118209,0.181988,0.008966,0.002075,0.026593,0.012048,0.039844,0.004632,0.038737,0.001288,0.022308,0.015177,0.006168,0.004884,0.009300,Man
0.022905,0.083702,3.046335,0.099473,0.172480,0.068910,0.013724,0.030656,-23.492845,2.926321,-0.209671,0.719376,-0.176991,0.227558,0.045628,-0.016550,0.171895,0.018346,-0.323706,-0.093165,-0.050777,0.007496,0.001369,0.009053,0.006957,0.009433,0.006045,0.043115,0.000808,0.012877,0.071619,0.048932,0.003962,0.029249,0.012233,0.075251,0.188132,0.023187,0.033363,0.061894,0.007144,0.020947,0.751050,0.472645,0.613595,0.246707,0.402076,0.303497,0.171583,0.181795,0.160315,0.217941,0.144929,0.121334,0.136606,0.003910,0.001438,0.006534,0.005224,0.007169,0.006367,0.031936,0.000867,0.013478,0.055084,0.023176,0.004212,0.011487,Man
0.024558,0.176527,3.106911,0.092265,0.164774,0.104798,0.013474,0.034086,-22.686773,3.159572,0.158210,0.643661,-0.290872,0.029029,-0.236742,0.047006,0.190317,0.116421,-0.027582,0.088884,0.103261,0.016222,0.002543,0.030803,0.005352,0.027068,0.003629,0.034510,0.000640,0.017680,0.040502,0.044630,0.006471,0.028901,0.015939,0.173243,0.255827,0.033521,0.033823,0.172612,0.011500,0.027625,1.143407,0.607135,0.664710,0.461250,0.356412,0.291422,0.367141,0.242138,0.328219,0.263578,0.233437,0.260258,0.198913,0.018666,0.002495,0.038836,0.006702,0.022512,0.003630,0.038130,0.000868,0.016986,0.043498,0.045423,0.014581,0.009088,Man
0.017321,0.209031,3.102617,0.084092,0.162953,0.036758,0.017630,0.023215,-22.577648,3.631679,0.269798,0.589361,-0.208157,0.032878,-0.120824,-0.011565,0.231817,0.169059,0.031094,0.115884,0.048048,0.005703,0.001609,0.014094,0.017326,0.049091,0.011378,0.078181,0.000330,0.003715,0.037217,0.022044,0.002959,0.033968,0.007583,0.114968,0.223832,0.030030,0.041426,0.041829,0.008775,0.009812,1.462875,0.535604,0.518306,0.335618,0.351166,0.266124,0.252134,0.161862,0.115807,0.210612,0.177454,0.195135,0.132472,0.004878,0.001491,0.007903,0.014365,0.031961,0.007089,0.056682,0.000322,0.004171,0.034397,0.028068,0.001935,0.009168,Man
0.018539,0.205171,3.088533,0.071852,0.139682,0.030624,0.013909,0.026241,-22.177021,3.373408,-0.092883,0.794085,-0.533239,-0.025204,-0.008456,-0.026690,0.332582,0.102279,-0.127967,0.164363,0.059814,0.013168,0.001643,0.013923,0.020681,0.047003,0.007367,0.049449,0.001378,0.004616,0.037935,0.039747,0.006224,0.030457,0.007825,0.126114,0.175792,0.023292,0.038639,0.034398,0.005700,0.015337,1.352216,0.401291,0.415469,0.294955,0.390324,0.265159,0.250187,0.272714,0.261999,0.200967,0.276808,0.150937,0.191939,0.013369,0.001683,0.012057,0.025469,0.031789,0.008236,0.041886,0.002342,0.005902,0.025960,0.033425,0.009094,0.006834,Man
0.020576,0.178720,3.106751,0.080754,0.147043,0.043367,0.010991,0.029394,-22.504356,3.064995,-0.332885,0.863503,-0.246453,0.243706,0.283418,0.011059,0.206794,0.110999,-0.140477,0.161962,0.172015,0.006323,0.002293,0.010780,0.008108,0.044854,0.010754,0.114310,0.000973,0.004601,0.011684,0.008842,0.004026,0.034974,0.009890,0.159872,0.232212,0.022487,0.041902,0.039201,0.005533,0.018433,1.415222,0.457827,0.583799,0.330288,0.382597,0.360156,0.245079,0.190725,0.211311,0.224047,0.192677,0.181238,0.160218,0.006837,0.002619,0.006408,0.008607,0.033307,0.010735,0.056071,0.001275,0.006575,0.008763,0.009448,0.003566,0.012727,Man
0.013181,0.257363,3.137867,0.074406,0.148542,0.023574,0.013620,0.017877,-22.401251,3.383088,0.208385,0.838130,-0.151872,0.006743,-0.136502,-0.033245,0.180300,0.175586,-0.054168,0.173651,0.136205,0.003286,0.000614,0.007521,0.020859,0.029539,0.010387,0.116036,0.000290,0.009553,0.038658,0.010898,0.001523,0.040174,0.004961,0.169031,0.163046,0.023228,0.039383,0.018496,0.008499,0.010473,1.187442,0.514111,0.645071,0.433109,0.325326,0.402948,0.342715,0.189971,0.199414,0.169687,0.153292,0.139982,0.103635,0.002130,0.000464,0.003505,0.040641,0.023433,0.014281,0.073057,0.000578,0.017199,0.033337,0.012693,0.000982,0.010863,Man
0.024436,0.139790,3.095805,0.093897,0.169241,0.046018,0.005578,0.040187,-21.681012,3.228015,-0.088750,0.495180,-0.814033,0.343037,0.264633,-0.134139,0.370024,0.018597,-0.257994,0.340165,0.063617,0.010794,0.002202,0.026925,0.030162,0.046305,0.005541,0.029227,0.000810,0.008560,0.032670,0.026555,0.002959,0.019277,0.009623,0.103651,0.135670,0.023324,0.041913,0.018630,0.003238,0.023477,0.917079,0.217831,0.629841,0.361482,0.314960,0.311805,0.403234,0.219969,0.124148,0.176351,0.286293,0.122471,0.093166,0.007463,0.001605,0.017900,0.017418,0.021028,0.003798,0.022111,0.000652,0.006306,0.024735,0.013690,0.001314,0.005882,Man
0.026684,0.316574,3.194524,0.080782,0.139249,0.076673,0.009605,0.045372,-20.471764,2.540892,-0.615875,0.729069,-0.582207,0.035270,0.220024,-0.097424,0.094240,0.046011,-0.179925,0.040224,0.109816,0.004430,0.002450,0.015128,0.011665,0.008558,0.004339,0.049728,0.003564,0.022462,0.037626,0.018585,0.006874,0.020346,0.011063,0.183920,0.132952,0.021000,0.024348,0.088533,0.005988,0.020765,1.588090,0.875697,0.534337,0.425114,0.488432,0.303019,0.292315,0.217161,0.251393,0.180339,0.155061,0.168400,0.173737,0.002894,0.002178,0.010975,0.011778,0.008251,0.004500,0.049592,0.004127,0.014925,0.024523,0.017381,0.007386,0.010195,Man
0.019661,0.185476,3.083266,0.078749,0.150240,0.029302,0.015949,0.028063,-22.392491,3.387026,-0.012794,0.791077,-0.351085,-0.057983,-0.148578,-0.079660,0.268858,0.236277,-0.020518,0.080035,0.077027,0.008558,0.002709,0.007594,0.020421,0.045076,0.010848,0.074950,0.000832,0.007434,0.030655,0.014698,0.014573,0.030925,0.009228,0.129920,0.175719,0.026033,0.041119,0.019201,0.011253,0.016580,1.477408,0.620017,0.624997,0.374266,0.396561,0.232036,0.389049,0.228219,0.227855,0.197633,0.168273,0.179351,0.207315,0.006196,0.005215,0.003994,0.030183,0.028039,0.010010,0.049676,0.001370,0.009181,0.034765,0.013534,0.018805,0.008887,Man
0.019306,0.195904,3.088325,0.085855,0.157131,0.043321,0.019899,0.023926,-22.754453,3.177510,-0.120624,0.408949,-0.540641,-0.041117,-0.257231,-0.096296,0.081695,-0.238197,-0.343412,-0.118493,-0.223353,0.100034,0.004957,0.026576,0.006727,0.006804,0.007192,0.020505,0.000479,0.012339,0.026221,0.037287,0.006387,0.040345,0.009917,0.165420,0.220256,0.028477,0.043435,0.055929,0.014839,0.014085,1.187621,0.522479,0.400612,0.382060,0.409489,0.335387,0.301122,0.271686,0.298149,0.251445,0.214609,0.142349,0.245045,0.083221,0.007071,0.027013,0.006938,0.005395,0.012556,0.022405,0.000661,0.016143,0.025443,0.037448,0.008192,0.016798,Man
0.024229,0.126026,2.893390,0.090204,0.164934,0.043268,0.011311,0.029583,-22.342775,3.429226,-0.527886,0.477295,-0.061981,-0.225929,-0.001403,0.134413,0.036744,0.028664,-0.106216,0.035786,-0.084330,0.015177,0.005375,0.017011,0.010737,0.023629,0.009099,0.060995,0.001690,0.014519,0.034510,0.021059,0.003617,0.023031,0.011434,0.095053,0.416888,0.025350,0.042123,0.035118,0.009221,0.015916,1.180316,0.303018,1.033079,0.388962,0.318889,0.147118,0.231960,0.154033,0.366793,0.177990,0.184038,0.216704,0.118550,0.010002,0.006749,0.009727,0.011129,0.020201,0.006587,0.063055,0.002527,0.016515,0.020406,0.014602,0.002258,0.013471,Man
0.018479,0.248921,3.058477,0.077338,0.143823,0.043164,0.017904,0.015839,-22.340872,3.306109,0.584098,0.597072,-0.570363,0.142839,-0.266695,-0.093418,0.110272,0.101476,-0.020692,0.066148,0.020107,0.011011,0.006391,0.006321,0.003951,0.007978,0.023299,0.086157,0.000554,0.041787,0.040916,0.009755,0.002073,0.037275,0.005090,0.153025,0.242854,0.020927,0.037755,0.042788,0.012443,0.003199,1.464920,0.281637,0.419950,0.399796,0.463731,0.244984,0.318296,0.268548,0.143025,0.170347,0.256083,0.172788,0.167552,0.013054,0.011166,0.003344,0.003023,0.004550,0.037618,0.064629,0.000914,0.050772,0.048115,0.010812,0.002423,0.009918,Man
0.020958,0.123541,3.068350,0.080304,0.147640,0.045555,0.011286,0.028668,-22.723905,3.398700,-0.413318,0.582946,-0.130462,0.130314,0.124736,0.057929,0.245287,0.142572,-0.079120,0.162270,0.138940,0.009959,0.004690,0.022154,0.006453,0.052695,0.007830,0.070999,0.000781,0.012354,0.020737,0.016165,0.006051,0.029704,0.007897,0.081572,0.196777,0.020535,0.037361,0.039607,0.006318,0.012346,1.334655,0.539692,0.665106,0.295433,0.405616,0.373621,0.288684,0.267346,0.205043,0.189585,0.218997,0.110474,0.145767,0.007391,0.004591,0.014244,0.006550,0.038917,0.007771,0.040542,0.000897,0.009718,0.025953,0.012830,0.005749,0.011945,Man
0.021490,0.053130,2.968121,0.084629,0.153215,0.051285,0.010651,0.022026,-23.835139,3.356299,0.151315,0.799618,-0.456493,0.174497,0.039054,-0.291309,0.180122,-0.080587,-0.266350,0.021822,-0.016775,0.014684,0.002031,0.013819,0.030343,0.055778,0.018824,0.074837,0.000547,0.006439,0.016771,0.018766,0.005078,0.027851,0.010014,0.049784,0.169023,0.024124,0.037238,0.042050,0.005573,0.015036,1.299117,0.348590,0.596742,0.243201,0.569018,0.225362,0.188766,0.125598,0.292638,0.268075,0.136217,0.155520,0.149503,0.008598,0.002667,0.007807,0.026252,0.034781,0.017968,0.037509,0.000486,0.006389,0.014346,0.020650,0.005225,0.007556,Man
0.044748,0.038509,3.071090,0.088974,0.134021,0.077331,0.011129,0.065903,-23.245601,1.740359,-1.285002,0.510594,-0.950256,-0.106701,0.087153,-0.264938,-0.105125,0.091486,-0.186406,-0.306204,-0.087654,0.016119,0.015184,0.010437,0.010995,0.012718,0.005082,0.008873,0.006162,0.024076,0.016685,0.015003,0.010046,0.017249,0.012212,0.040552,0.151024,0.015397,0.024527,0.060816,0.005201,0.013532,0.903060,0.353042,0.764851,0.280176,0.613644,0.438265,0.406113,0.277678,0.312660,0.273031,0.229590,0.460573,0.333079,0.022436,0.016060,0.014787,0.017757,0.011986,0.005174,0.007640,0.009189,0.039178,0.020056,0.019216,0.014456,0.007806,Man
0.053539,0.026047,3.104900,0.098063,0.127708,0.171837,0.007252,0.072051,-23.868246,1.472007,-0.614864,0.904028,-1.759095,-0.164091,0.128017,-0.533950,0.104379,0.277950,-0.055120,-0.229750,-0.057973,0.012018,0.008205,0.007722,0.003415,0.003650,0.007770,0.018756,0.003861,0.031569,0.009574,0.008204,0.004042,0.010386,0.011147,0.022444,0.061541,0.025340,0.033683,0.156235,0.004550,0.003226,0.848082,0.200620,0.480886,0.246000,0.280859,0.199404,0.236654,0.294268,0.179031,0.253393,0.152174,0.201438,0.195670,0.006021,0.003321,0.004139,0.002705,0.002798,0.010363,0.018898,0.002119,0.021043,0.009409,0.006762,0.002451,0.006027,Man
